"wavelength","Coeffs_LMA_Rosa_rugosa_PLSR_Ncomp_6","Coeffs_LMA_Rubus_caesius_PLSR_Ncomp_8","Coeffs_LMA_Jacobea_vulgaris_PLSR_Ncomp_13","Coeffs_LMA_Hieracium_umbellatum_PLSR_Ncomp_13","Coeffs_LDMC_Rosa_rugosa_PLSR_Ncomp_8","Coeffs_LDMC_Rubus_caesius_PLSR_Ncomp_11","Coeffs_LDMC_Jacobea_vulgaris_PLSR_Ncomp_15","Coeffs_LDMC_Hieracium_umbellatum_PLSR_Ncomp_19","Coeffs_EWT_Rosa_rugosa_PLSR_Ncomp_5","Coeffs_EWT_Rubus_caesius_PLSR_Ncomp_15","Coeffs_EWT_Jacobea_vulgaris_PLSR_Ncomp_5","Coeffs_EWT_Hieracium_umbellatum_PLSR_Ncomp_4"
"1971",0.389905290739289,0.284508556501779,-0.279397744587237,-0.0563075935979713,0.00770047223244379,0.00317475745344445,-0.0357741461688969,-0.0100674454534772,0.102750559084351,1.80758731745401,0.237260433428704,0.342771411234013
"1972",0.395275967843483,0.282672423320988,-0.28063613920692,-0.0549591151157171,0.00794706453544604,0.00408730388820518,-0.0363178061227619,-0.0130971548297556,0.0993540443498772,1.77541110854621,0.239835600111672,0.344427048469547
"1973",0.400308780464849,0.279920209110931,-0.276221687795203,-0.0459996233626598,0.00819696075920992,0.00487710844209904,-0.0363919396608362,-0.0155229587841614,0.0956040547148727,1.73810813180855,0.242170545052845,0.345978041303399
"1974",0.405223399395376,0.276787991739876,-0.268842684511615,-0.0370945575680183,0.00845993460995913,0.00563547074662923,-0.0362653435599587,-0.0171095487110059,0.0915703842392922,1.69384926707224,0.244368155540231,0.347362716646009
"1975",0.410453475611594,0.274142207265864,-0.259826872460148,-0.033956123075997,0.00874992432141102,0.00650183971439769,-0.0360127599319646,-0.0174216973547799,0.0872076146111283,1.64077083287388,0.246492210373604,0.348445226759327
"1976",0.416022147250137,0.272031961567819,-0.251309108525765,-0.0360028282872084,0.00906559056658896,0.00749839815946479,-0.0356364243121696,-0.0163073314718384,0.0825550376568286,1.57295060373618,0.248533368098939,0.349189070182682
"1977",0.421993479865717,0.269520306555229,-0.246406678300829,-0.0419738662975567,0.00939494443826484,0.00853208472724744,-0.0355050218882677,-0.0141371059819307,0.0779518198395144,1.47522071210094,0.250674341039559,0.34972275312908
"1978",0.428215300860715,0.266318178577387,-0.239921861990453,-0.0481667227361363,0.00973420573003242,0.00954796100288567,-0.0356129842519153,-0.0113120085545125,0.0732716655840811,1.34818781283407,0.252981634725069,0.350166191010905
"1979",0.434588435889438,0.262805410622254,-0.229560060364247,-0.0518549051028658,0.0100841620714984,0.010597559455464,-0.0358415748811126,-0.00779795354377111,0.0683288910737407,1.19257759623141,0.255423148147823,0.350508277288534
"1980",0.441111078437382,0.260305898731579,-0.22594578259642,-0.0482643435114107,0.0104506556249392,0.0118581233921722,-0.0361697489394907,-0.00364228198457428,0.0631678477670889,1.02264008662826,0.257674497262026,0.350736146471046
"1981",0.447846791139539,0.258722583806413,-0.231601237128148,-0.0375773984744476,0.0108343480388495,0.0132984850346747,-0.0365943057819227,0.000610898508381735,0.0579632824335254,0.844521574180256,0.25968819133036,0.350965102527559
"1982",0.454883754945993,0.257293635833676,-0.244079876367164,-0.0200632770419279,0.0112363451800317,0.0147170807041683,-0.0370727729113196,0.00415210593069825,0.0528487130196236,0.6756367630623,0.261589204112101,0.351386112902166
"1983",0.462060560550361,0.255485128727181,-0.255193852173173,0.00648447022977984,0.0116441265428934,0.015930128789349,-0.0375419089147598,0.00741833814298268,0.0479527840283501,0.538782902443771,0.263490387589053,0.351926666468996
"1984",0.469286740552541,0.253664854928797,-0.264731803283094,0.0429993892053407,0.0120511885193042,0.0170072675413824,-0.037992566630518,0.0106293666445446,0.0433558719719083,0.430849019299671,0.265321157279367,0.352543521241952
"1985",0.476460149230121,0.253151798544818,-0.275794351995714,0.086941002766316,0.0124561794932909,0.0182346389684787,-0.0383712587258552,0.0147905588168431,0.039012758357736,0.330281232447503,0.266846988797799,0.35307124725257
